id_buku,judul_buku,penulis,tahun_rilis
4985,Welcome to the Monkey House,Kurt Vonnegut Jr.,1968.0
4986,"God Bless You, Dr. Kevorkian",Kurt Vonnegut Jr.,1999.0
4987,Jailbird,Kurt Vonnegut Jr.,1979.0
4989,The Red Tent,Anita Diamant,1997.0
5015,Saturday,Ian McEwan,2005.0
5038,"The Pillars of Creation (Sword of Truth, #7)",Terry Goodkind,2001.0
5043,"The Pillars of the Earth (The Kingsbridge Series, #1)",Ken Follett,1989.0
5052,Code to Zero,Ken Follett,2000.0
5053,The Man From St. Petersburg,Ken Follett,1982.0
5055,Night Over Water,Ken Follett,1991.0
5062,Jackdaws,Ken Follett,2001.0
5064,"World Without End (The Kingsbridge Series, #2)",Ken Follett,2007.0
5068,Last Orders,Graham Swift,1996.0
5084,My Life in France,"Julia Child, Alex Prud'Homme",2006.0
5091,"The Dark Tower (The Dark Tower, #7)",Stephen King,2004.0
5093,"Song of Susannah (The Dark Tower, #6)","Stephen King, Darrel Anderson",2004.0
5094,"The Drawing of the Three (The Dark Tower, #2)",Stephen King,1987.0
5096,"Wizard and Glass (The Dark Tower, #4)","Stephen King, Dave McKean",1997.0
5107,The Catcher in the Rye,J.D. Salinger,1951.0
5113,Franny and Zooey,J.D. Salinger,1961.0
5114,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,1955.0
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,1956.0
5129,Brave New World,Aldous Huxley,1932.0
5130,Island,Aldous Huxley,1962.0
5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,2003.0
5148,A Separate Peace,John Knowles,1959.0
5157,Black and Blue,Anna Quindlen,1998.0
5158,A Virtuous Woman,Kaye Gibbons,1989.0
5159,Here on Earth,Alice Hoffman,1997.0
5160,The Heart of a Woman,Maya Angelou,1981.0
5161,"The Deep End of the Ocean (Cappadora Family, #1)",Jacquelyn Mitchard,1996.0
5166,Midwives,Chris Bohjalian,1997.0
5167,Cane River,Lalita Tademy,2001.0
5168,Where the Heart Is,Billie Letts,1995.0
5171,Drowning Ruth,Christina Schwarz,2000.0
5174,Fall on Your Knees,Ann-Marie MacDonald,1996.0
5175,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",Pearl Cleage,1997.0
5176,While I Was Gone,Sue Miller,1998.0
5179,Mother of Pearl,Melinda Haynes,1999.0
5180,The Rapture of Canaan,Sheri Reynolds,1995.0
5181,Jewel,Bret Lott,1991.0
5182,Songs in Ordinary Time,Mary McGarry Morris,1995.0
5186,"Breath, Eyes, Memory",Edwidge Danticat,1994.0
5187,The Book of Ruth,Jane Hamilton,1988.0
5190,Open House,Elizabeth Berg,2000.0
5191,The Pilot's Wife,Anita Shreve,1998.0
5196,Tara Road,Maeve Binchy,1998.0
5197,A Lesson Before Dying,Ernest J. Gaines,1993.0
5198,Paradise,Toni Morrison,1997.0
5203,She's Come Undone,Wally Lamb,1992.0
5204,We Were the Mulvaneys,Joyce Carol Oates,1996.0
5205,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0
5211,A Fine Balance,Rohinton Mistry,1996.0
5246,Ethan Frome,Edith Wharton,1911.0
5289,Complete Works of Oscar Wilde,"Oscar Wilde, Merlin Holland",1908.0
5296,An Ideal Husband,Oscar Wilde,1893.0
5297,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",1891.0
5306,Travels with Charley: In Search of America,John Steinbeck,1962.0
5308,The Pearl,John Steinbeck,1947.0
5326,A Christmas Carol,Charles Dickens,1843.0
5338,A Christmas Carol and Other Christmas Writings,"Charles Dickens, Michael Slater",1843.0
5344,Hard Times,Charles Dickens,1854.0
5345,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,2006.0
5346,The Last Juror,John Grisham,2004.0
5347,Bleachers,John Grisham,2003.0
5348,The Testament,John Grisham,1999.0
5349,The Rainmaker,John Grisham,1995.0
5350,The Partner,John Grisham,1997.0
5351,The Street Lawyer,John Grisham,1998.0
5352,The Summons,John Grisham,2002.0
5354,The Brethren,John Grisham,2000.0
5355,The Chamber,John Grisham,1994.0
5356,The King of Torts,John Grisham,2003.0
5357,Skipping Christmas,John Grisham,2001.0
5358,"The Firm (Penguin Readers, Level 5)",John Grisham,1991.0
5359,The Client,John Grisham,1993.0
5360,A Painted House,John Grisham,2001.0
5364,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,1992.0
5367,"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny,1999.0
5368,Forever Amber ,Kathleen Winsor,1944.0
5369,The Amber Room,Steve Berry,2003.0
5413,'Salem's Lot,"Stephen King, Jerry N. Uelsmann",2005.0
5417,Carrie / 'Salem's Lot / The Shining,Stephen King,1983.0
5439,Interpreter of Maladies,Jhumpa Lahiri,1999.0
5452,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",Ann Brashares,2005.0
5453,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares,2007.0
5454,"The Second Summer of the Sisterhood (Sisterhood, #2)",Ann Brashares,2003.0
5470,1984,"George Orwell, Erich Fromm, Celâl Üster",1949.0
5472,Animal Farm / 1984,"George Orwell, Christopher Hitchens",1950.0
5479,Brave New World / Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",1932.0
5481,Brave New World Revisited ,Aldous Huxley,1958.0
5508,Anne Frank: Beyond the Diary - A Photographic Remembrance,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",1992.0
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,"Miep Gies, Alison Leslie Gold",1987.0
5517,A Raisin in the Sun,Lorraine Hansberry,1959.0
5526,Dear John,Nicholas Sparks,2006.0
5527,All the King's Men,Robert Penn Warren,1946.0
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard Feynman,1984.0
5548,What Do You Care What Other People Think?,Richard Feynman,1988.0
5552,QED: The Strange Theory of Light and Matter,Richard Feynman,1985.0
5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard Feynman,1962.0
5559,Jack: Straight from the Gut,"Jack Welch, John A. Byrne, Mike Barnicle",2001.0
5571,Cradle to Cradle: Remaking the Way We Make Things,"William McDonough, Michael Braungart",2002.0
5575,Cradle and All,James Patterson,1980.0
5659,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",1908.0
5693,Selected Stories,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900.0
5695,Demons,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1872.0
5697,The Complete Short Novels,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1896.0
5720,"Rainbow Six (Jack Ryan Universe, #10)",Tom Clancy,1998.0
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,2002.0
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,1994.0
5759,Fight Club,Chuck Palahniuk,1996.0
5787,The Aleph and Other Stories ,"Jorge Luis Borges, Andrew Hurley",1947.0
5797,Vanity Fair,"William Makepeace Thackeray, John Carey",1847.0
5805,V for Vendetta,"Alan Moore, David   Lloyd",1990.0
5809,V.,Thomas Pynchon,1963.0
5826,Bel Canto,Ann Patchett,2001.0
5845,A Bend in the River,V.S. Naipaul,1979.0
5849,A House for Mr Biswas,V.S. Naipaul,1961.0
5872,"Regeneration (Regeneration, #1)",Pat Barker,1991.0
5890,The Woman in White,"Wilkie Collins, Matthew Sweet",1859.0
5907,The Hobbit,J.R.R. Tolkien,1937.0
5932,Twenty Love Poems and a Song of Despair,"Pablo Neruda, W.S. Merwin, Cristina García",1924.0
5936,The Poetry of Pablo Neruda,"Pablo Neruda, Ilan Stavans",1974.0
5942,Anil's Ghost,Michael Ondaatje,2000.0
5946,In the Skin of a Lion,Michael Ondaatje,1987.0
5954,Narcissus and Goldmund,"Hermann Hesse, Ursule Molinaro",1930.0
6138,The Moonstone,"Wilkie Collins, Carolyn G. Heilbrun",1868.0
6149,Beloved,Toni Morrison,1987.0
6150,"Cry, the Beloved Country",Alan Paton,1948.0
6159,Reservation Blues,Sherman Alexie,1995.0
6174,Survival in Auschwitz,"Primo Levi, Stuart J. Woolf, Philip Roth",1947.0
6185,Wuthering Heights,"Emily Brontë, Richard J. Dunn",1847.0
6192,Disgrace,J.M. Coetzee,1999.0
6193,Life and Times of Michael K,J.M. Coetzee,1983.0
6194,Waiting for the Barbarians,J.M. Coetzee,1980.0
6259,Birdsong,Sebastian Faulks,1993.0
6288,The Road,Cormac McCarthy,2006.0
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,1986.0
6295,Howl and Other Poems,"Allen Ginsberg, William Carlos Williams",1956.0
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)","Roald Dahl, Quentin Blake",1964.0
6319,The BFG,"Roald Dahl, Quentin Blake",1982.0
6327,The Witches,"Roald Dahl, Quentin Blake",1983.0
6328,Revolting Rhymes,"Roald Dahl, Quentin Blake",1982.0
6334,Never Let Me Go,Kazuo Ishiguro,2005.0
6419,"Plum Lovin' (Stephanie Plum, #12.5)",Janet Evanovich,2007.0
6420,"Visions of Sugar Plums (Stephanie Plum, #8.5)",Janet Evanovich,2002.0
6422,"Four to Score (Stephanie Plum, #4)",Janet Evanovich,1998.0
6423,"High Five (Stephanie Plum, #5)",Janet Evanovich,1999.0
6424,"Seven Up (Stephanie Plum, #7)",Janet Evanovich,2001.0
6425,"Hard Eight (Stephanie Plum, #8)","Janet Evanovich, Lorelei King",2002.0
6426,Motor Mouth (Alex Barnaby #2),Janet Evanovich,2006.0
6427,"Two for the Dough (Stephanie Plum, #2)",Janet Evanovich,1996.0
6440,Ivanhoe,Walter Scott,1819.0
6462,His Excellency: George Washington,Joseph J. Ellis,2004.0
6514,The Bell Jar,Sylvia Plath,1963.0
6520,My Friend Leonard,James Frey,2005.0
6526,"Book of the Dead (Kay Scarpetta, #15)",Patricia Cornwell,2007.0
6528,"Predator (Kay Scarpetta, #14)",Patricia Cornwell,2005.0
6530,"Trace (Kay Scarpetta, #13)",Patricia Cornwell,2004.0
6531,"Point of Origin (Kay Scarpetta, #9)",Patricia Cornwell,1998.0
6534,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,1990.0
6537,"From Potter's Field (Kay Scarpetta, #6)",Patricia Cornwell,1995.0
6538,Portrait of a Killer: Jack the Ripper - Case Closed,Patricia Cornwell,2002.0
6539,"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell,1994.0
6541,"Cause of Death (Kay Scarpetta, #7)",Patricia Cornwell,1996.0
6551,Herzog,"Saul Bellow, Philip Roth",1964.0
6554,Darkness,John Saul,1991.0
6572,Suffer the Children,John Saul,1977.0
6588,"The Big Bad Wolf  (Alex Cross, #9)",James Patterson,2003.0
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,1997.0
6613,Four Blondes,Candace Bushnell,2000.0
6614,Lipstick Jungle,Candace Bushnell,2005.0
6628,"The Big Over Easy (Nursery Crime, #1)",Jasper Fforde,2005.0
6656,The Divine Comedy,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",1308.0
6667,Boy: Tales of Childhood,"Roald Dahl, Quentin Blake",1984.0
6670,The Magic Finger (Young Puffin Developing Reader),"Roald Dahl, Quentin Blake",1966.0
6671,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,1977.0
6678,Going Solo,"Roald Dahl, Quentin Blake",1986.0
6687,"Charlie and the Great Glass Elevator (Charlie Bucket, #2)","Roald Dahl, Quentin Blake",1972.0
6689,James and the Giant Peach,"Roald Dahl, Quentin Blake",1961.0
6690,Danny the Champion of the World,"Roald Dahl, Quentin Blake",1975.0
6693,Fantastic Mr. Fox,"Roald Dahl, Quentin Blake",1970.0
6694,The Giraffe and the Pelly and Me,"Roald Dahl, Quentin Blake",1985.0
6697,Little Altars Everywhere,Rebecca Wells,1992.0
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,1997.0
6709,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle,1999.0
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,1996.0
6749,Oblivion,David Foster Wallace,2004.0
6750,The Broom of the System,David Foster Wallace,1987.0
6751,Consider the Lobster and Other Essays,David Foster Wallace,2005.0
6753,Brief Interviews with Hideous Men,David Foster Wallace,1999.0
6759,Infinite Jest,David Foster Wallace,1996.0
6819,Ghostwritten,David Mitchell,1999.0
6820,number9dream,David Mitchell,2001.0
6853,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,1994.0
6854,"Three to Get Deadly (Stephanie Plum, #3)",Janet Evanovich,1997.0
6858,"Hot Six (Stephanie Plum, #6)",Janet Evanovich,2000.0
6862,Amsterdam,Ian McEwan,1998.0
6867,Atonement,Ian McEwan,2001.0
6870,Enduring Love,Ian McEwan,1997.0
6872,The Comfort of Strangers,Ian McEwan,1981.0
6882,Papillon,Henri Charrière,1969.0
6900,Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",1997.0
6952,Like Water for Chocolate,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989.0
6969,Emma,"Jane Austen, Fiona Stafford",1815.0
6976,The Mermaid Chair,Sue Monk Kidd,2004.0
7035,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",Alexander McCall Smith,2001.0
7036,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",Alexander McCall Smith,2002.0
7039,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",Alexander McCall Smith,2000.0
7053,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",Alexander McCall Smith,2004.0
7058,"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)",Alexander McCall Smith,2007.0
7061,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,1998.0
7062,Paris to the Moon,Adam Gopnik,2000.0
7069,The World According to Garp,John Irving,1978.0
7073,A Son of the Circus,John Irving,1994.0
7081,The Android's Dream,John Scalzi,2006.0
7082,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",1968.0
7126,The Count of Monte Cristo,"Alexandre Dumas, Robin Buss",1844.0
7144,Crime and Punishment,"Fyodor Dostoyevsky, David McDuff",1866.0
7184,"Twenty Years After (The D'Artagnan Romances, #2)","Alexandre Dumas, David Coward, Auguste Maquet",1845.0
7186,La Dame aux Camélias,"Alexandre Dumas fils, David Coward",1848.0
7190,The Three Musketeers,Alexandre Dumas,1844.0
7194,The Club Dumas,"Arturo Pérez-Reverte, Sonia Soto",1993.0
7199,The Way the Crow Flies,Ann-Marie MacDonald,2003.0
7201,As the Crow Flies,Jeffrey Archer,1990.0
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,2003.0
7244,The Poisonwood Bible,Barbara Kingsolver,1998.0
7252,How to Make Love Like a Porn Star: A Cautionary Tale,"Jenna Jameson, Neil Strauss",2004.0
7329,Unfinished Tales of Númenor and Middle-Earth,"J.R.R. Tolkien, Christopher Tolkien",1980.0
7332,The Silmarillion (Middle-Earth Universe),"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977.0
7354,The Shipping News,Annie Proulx,1993.0
7389,"Runaways, Vol. 1: Pride and Joy (Runaways, #1)","Brian K. Vaughan, Adrian Alphona",2006.0
7432,"Pardonable Lies (Maisie Dobbs, #3)",Jacqueline Winspear,2005.0
7433,"Messenger of Truth (Maisie Dobbs, #4)",Jacqueline Winspear,2006.0
7437,Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",1959.0
7442,The Electric Kool-Aid Acid Test,Tom Wolfe,1968.0
7445,The Glass Castle,Jeannette Walls,2005.0
7455,Sex and the City,Candace Bushnell,1996.0
7493,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,2000.0
7494,Suzanne's Diary for Nicholas,James Patterson,2001.0
7510,The Beach House,"James Patterson, Peter de Jonge",2002.0
7520,"Path of the Assassin (Scot Harvath, #2)",Brad Thor,2003.0
7531,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,2002.0
7572,Even Cowgirls Get the Blues,Tom Robbins,1976.0
7579,Awakening the Buddha Within: Tibetan Wisdom for the Western World,Lama Surya Das,1997.0
7588,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",1916.0
7603,Reading Lolita in Tehran,Azar Nafisi,2003.0
7604,Lolita,"Vladimir Nabokov, Craig Raine",1955.0
7613,Animal Farm,George Orwell,1945.0
7624,Lord of the Flies,William Golding,1954.0
7628,The Good Soldier,"Ford Madox Ford, Kenneth Womack, William Baker",1915.0
7661,Next,Michael Crichton,2006.0
7663,A Case of Need,"Jeffery Hudson, Michael Crichton",1968.0
7667,Airframe,Michael Crichton,1996.0
7668,Rising Sun,Michael Crichton,1992.0
7669,Timeline,Michael Crichton,1999.0
7670,The Andromeda Strain,Michael Crichton,1969.0
7672,Congo,Michael Crichton,1980.0
7673,Eaters of the Dead,Michael Crichton,1976.0
7675,Disclosure,Michael Crichton,1994.0
7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,1990.0
7679,The Terminal Man,Michael Crichton,1972.0
7682,The Great Train Robbery,Michael Crichton,1975.0
7707,Pygmalion & My Fair Lady,"George Bernard Shaw, Alan Jay Lerner",1956.0
7714,Pygmalion,George Bernard Shaw,1912.0
7723,The Metamorphosis and Other Stories,"Franz Kafka, Jason Baker, Donna Freed",1915.0
7728,"Antigone (The Theban Plays, #3)","Sophocles, J.E. Thomas",-441.0
7733,Gulliver's Travels,"Jonathan Swift, Robert DeMaria Jr.",1726.0
7742,"Ahab's Wife, or The Star-Gazer",Sena Jeter Naslund,1999.0
7745,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",1971.0
7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,1973.0
7763,The Joy Luck Club,Amy Tan,1989.0
7769,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),Dr. Seuss,1963.0
7770,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,1960.0
7779,Horton Hears a Who!,Dr. Seuss,1954.0
7780,The Secret Art of Dr. Seuss,"Dr. Seuss, Maurice Sendak, Audrey Geisel",1995.0
7784,The Lorax,Dr. Seuss,1971.0
7785,I Can Read With My Eyes Shut!,Dr. Seuss,1978.0
7788,The Cat in the Hat and Other Dr. Seuss Favorites,"Dr. Seuss, Various",2003.0
7797,Ten Apples Up On Top!,"Theo LeSieg, Roy McKie",1961.0
7805,Pale Fire,Vladimir Nabokov,1962.0
7815,The Year of Magical Thinking,Joan Didion,2005.0
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,1980.0
7882,"On the Banks of Plum Creek  (Little House, #4)","Laura Ingalls Wilder, Garth Williams",1937.0
7909,"Betsy-Tacy (Betsy-Tacy, #1)","Maud Hart Lovelace, Lois Lenski",1940.0
7911,Five Little Peppers and How They Grew,Margaret Sidney,1881.0
7926,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",Sydney Taylor,1951.0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,1986.0
7968,"Red Prophet (Tales of Alvin Maker, #2)",Orson Scott Card,1988.0
7973,Enchantment,Orson Scott Card,1999.0
7979,"The Bellmaker (Redwall, #7)",Brian Jacques,1994.0
7980,"Pearls of Lutra (Redwall, #9)",Brian Jacques,1996.0
7981,"The Long Patrol (Redwall, #10)","Brian Jacques, Allan Curless",1997.0
7983,"Salamandastron (Redwall, #5)","Brian Jacques, Gary Chalk",1992.0
7987,"The Legend of Luke (Redwall, #12)",Brian Jacques,1999.0
7993,"Mariel of Redwall (Redwall, #4)","Brian Jacques, Gary Chalk",1991.0
7996,"Redwall (Redwall, #1)",Brian Jacques,1986.0
7998,"Outcast of Redwall (Redwall, #8)",Brian Jacques,1995.0
7999,"Marlfox (Redwall, #11)",Brian Jacques,1998.0
8073,Cloudy With a Chance of Meatballs,"Judi Barrett, Ron Barrett",1978.0
8087,Deerskin,Robin McKinley,1993.0
8088,Sunshine,Robin McKinley,2003.0
8089,Rose Daughter,Robin McKinley,1997.0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,1908.0
8155,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,1979.0
8172,Superman: Birthright,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",2003.0
8248,"By the Shores of Silver Lake  (Little House, #5)","Laura Ingalls Wilder, Garth Williams",1939.0
8252,"Farmer Boy (Little House, #3)","Laura Ingalls Wilder, Garth Williams",1933.0
8253,"Little Town on the Prairie  (Little House, #7)","Laura Ingalls Wilder, Garth Williams",1941.0
8282,"The Long Winter (Little House, #6)","Laura Ingalls Wilder, Garth Williams",1940.0
8296,"The First Four Years  (Little House, #9)","Laura Ingalls Wilder, Garth Williams",1953.0
8337,"Little House in the Big Woods (Little House, #1)","Laura Ingalls Wilder, Garth Williams",1932.0
8492,Prophet,Frank E. Peretti,1992.0
8515,The Man Who Listens to Horses,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",1997.0
8600,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2003.0
8646,Crow Lake,Mary Lawson,2002.0
8647,"Shadow of the Giant (Ender's Shadow, #4)",Orson Scott Card,2005.0
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,1991.0
8650,"The Lost World (Jurassic Park, #2)",Michael Crichton,1995.0
8676,Unlimited Power : The New Science Of Personal Achievement,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986.0
8680,Fierce Invalids Home from Hot Climates,Tom Robbins,2000.0
8682,Jitterbug Perfume,Tom Robbins,1984.0
8694,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",Douglas Adams,1982.0
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Douglas Adams,1980.0
8696,Last Chance to See,"Douglas Adams, Mark Carwardine",1990.0
8698,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,1984.0
8725,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,2001.0
8732,The Red Pony,John Steinbeck,1933.0
8745,Desert Flower,"Waris Dirie, Cathleen Miller",1998.0
8765,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,Nora Ephron,2006.0
8852,Macbeth,William Shakespeare,1606.0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,2006.0
8909,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",1897.0
8914,The First World War,John Keegan,1998.0
8921,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",1902.0
8948,"Sons of Destiny (Cirque Du Freak, #12)",Darren Shan,2002.0
8949,"Lord of the Shadows (Cirque Du Freak, #11)",Darren Shan,2005.0
8951,"The Lake of Souls (Cirque Du Freak, #10)",Darren Shan,2002.0
8952,"Killers of the Dawn (Cirque Du Freak, #9)",Darren Shan,2003.0
8953,"Freak the Mighty (Freak The Mighty, #1)",Rodman Philbrick,1993.0
8957,"Tunnels of Blood (Cirque Du Freak, #3)",Darren Shan,2000.0
8960,"Vampire Mountain (Cirque Du Freak, #4)",Darren Shan,2001.0
8962,"A Living Nightmare (Cirque Du Freak, #1)",Darren Shan,2000.0
8963,"Hunters of the Dusk (Cirque Du Freak, #7)",Darren Shan,2002.0
8964,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)","D.C. Talk, The Voice of the Martyrs",1997.0
8965,"The Vampire's Assistant (Cirque Du Freak, #2)",Darren Shan,2000.0
8966,"Allies of the Night (Cirque du Freak, #8)",Darren Shan,2002.0
8967,"Trials of Death (Cirque Du Freak, #5)",Darren Shan,2001.0
8968,"The Vampire Prince (Cirque Du Freak, #6)",Darren Shan,2002.0
9010,"I Hope They Serve Beer in Hell (Tucker Max, #1)",Tucker Max,2006.0
9013,The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,1956.0
9014,The Long Walk,"Richard Bachman, Stephen King",1979.0
9282,The Smoke Jumper,Nicholas Evans,2001.0
9298,Last Chance Saloon,Marian Keyes,1999.0
9300,"Watermelon (Walsh Family, #1)",Marian Keyes,1995.0
9301,"Rachel's Holiday (Walsh Family, #2)",Marian Keyes,1997.0
9302,The Other Side of the Story,Marian Keyes,2004.0
9303,Lucy Sullivan Is Getting Married,Marian Keyes,1996.0
9328,The House of the Spirits,"Isabel Allende, Magda Bogin",1982.0
9355,Until I Find You,John Irving,2005.0
9370,Skinny Legs and All,Tom Robbins,1990.0
9375,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1987.0
9416,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,2000.0
9417,"Shopaholic and Sister (Shopaholic, #4)",Sophie Kinsella,2004.0
9418,"Shopaholic Takes Manhattan (Shopaholic, #2)",Sophie Kinsella,2001.0
9419,"Shopaholic Ties the Knot (Shopaholic, #3)",Sophie Kinsella,2002.0
9420,"Shopaholic & Baby (Shopaholic, #5)",Sophie Kinsella,2007.0
9454,Phenomenology of Spirit,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",1807.0
9475,"Midnight for Charlie Bone (The Children of the Red King, #1)",Jenny Nimmo,2002.0
9503,Saving Fish from Drowning,Amy Tan,2005.0
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)","Marjane Satrapi, Mattias Ripa",2000.0
9517,"Persepolis 2: The Story of a Return (Persepolis, #2)","Marjane Satrapi, Anjali Singh",2001.0
9522,"Persepolis, Volume 1",Marjane Satrapi,2000.0
9526,Embroideries,"Marjane Satrapi, Anjali Singh",2006.0
9530,Shadow Divers,Robert Kurson,2004.0
9531,"Peter and the Shadow Thieves (Peter and the Starcatchers, #2)","Dave Barry, Ridley Pearson, Greg Call",2006.0
9532,"Ender's Shadow (Ender's Shadow, #1)",Orson Scott Card,1998.0
9534,"Shadow of the Hegemon (Ender's Shadow, #2)",Orson Scott Card,2000.0
9539,"The Shadow Rising (Wheel of Time, #4)",Robert Jordan,1992.0
9549,Shadows of the Empire (Star Wars),Steve Perry,1996.0
9555,The Elephant Vanishes,"Haruki Murakami, Jay Rubin, Alfred Birnbaum",1993.0
9557,Sputnik Sweetheart,"Haruki Murakami, Philip Gabriel",1999.0
9566,Still Life with Woodpecker,Tom Robbins,1980.0
9567,Half Asleep in Frog Pajamas,Tom Robbins,1994.0
9569,Villa Incognito,Tom Robbins,2003.0
9570,Another Roadside Attraction,Tom Robbins,1971.0
9589,Hocus Pocus,Kurt Vonnegut Jr.,1990.0
9590,"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.,1965.0
9592,Mother Night,Kurt Vonnegut Jr.,1961.0
9593,Galápagos,Kurt Vonnegut Jr.,1985.0
9594,Timequake,Kurt Vonnegut Jr.,1997.0
9595,"Slapstick, or Lonesome No More!",Kurt Vonnegut Jr.,1976.0
9597,Player Piano,Kurt Vonnegut Jr.,1952.0
9598,Deadeye Dick,Kurt Vonnegut Jr.,1982.0
9601,Bluebeard,Kurt Vonnegut Jr.,1987.0
9646,Homage to Catalonia,"George Orwell, Lionel Trilling",1938.0
9648,Keep the Aspidistra Flying,George Orwell,1936.0
9650,Burmese Days,George Orwell,1934.0
9654,Fear of Flying,Erica Jong,1973.0
9712,Love in the Time of Cholera,"Gabriel García Márquez, Edith Grossman",1985.0
